game_name,critic_score,user_score,publisher,release_date,num_of_critics,num_of_users,origin,platform,AAA
Agatha Christie: Evil Under the Sun,66.0,72.0,The Adventure Company,2007,18.0,20.0,MetaCritic,PC,0
Agatha Christie: Murder on the Orient Express,60.0,78.0,DreamCatcher Interactive,2006,22.0,24.0,MetaCritic,PC,0
Agatha Christie: Murder on the Orient Express,65.22,,DreamCatcher Interactive,2006,23.0,,GameRankings,PC,0
Agatha Christie: The ABC Murders,66.0,85.0,Kalypso,2016,0.0,4.0,MetaCritic,PC,0
Age of Booty,76.0,72.0,Capcom,2008,20.0,26.0,MetaCritic,X360,0
Age of Booty,74.0,58.0,Capcom,2008,8.0,17.0,MetaCritic,PS3,0
Age of Booty,77.86,,Capcom,2008,22.0,,GameRankings,X360,0
Age of Conan: Hyborian Adventures,80.0,73.0,Eidos Interactive,2008,44.0,817.0,MetaCritic,PC,0
Age of Conan: Hyborian Adventures,81.47,,SCi,2008,36.0,,GameRankings,PC,0
Age of Conan: Rise of the Godslayer,83.0,82.0,Eidos Interactive,2010,14.0,54.0,MetaCritic,PC,0
Age of Empires,83.0,87.0,Microsoft,1997,9.0,289.0,MetaCritic,PC,1
Age of Empires II: HD Edition,68.0,78.0,Microsoft,2013,20.0,530.0,MetaCritic,PC,1
Age of Empires II: The Age of Kings,92.0,90.0,Microsoft,1999,21.0,899.0,MetaCritic,PC,1
Age of Empires II: The Age of Kings,91.81,,Microsoft,1999,37.0,,GameRankings,PC,1
Age of Empires II: The Conquerors Expansion,89.11,,Microsoft,2000,35.0,,GameRankings,PC,1
Age of Empires II: The Conquerors Expansion,88.0,90.0,Microsoft,2000,21.0,357.0,MetaCritic,PC,1
Age of Empires III,82.38,,Microsoft,2005,53.0,,GameRankings,PC,1
Age of Empires III,81.0,77.0,Microsoft,2005,52.0,560.0,MetaCritic,PC,1
Age of Empires III: The Asian Dynasties,81.0,85.0,Microsoft,2007,19.0,78.0,MetaCritic,PC,1
Age of Empires III: The Asian Dynasties,78.89,,Microsoft,2007,22.0,,GameRankings,PC,1
Age of Empires III: The WarChiefs,81.27,,Microsoft,2006,28.0,,GameRankings,PC,1
Age of Empires III: The WarChiefs,80.0,81.0,Microsoft,2006,26.0,79.0,MetaCritic,PC,1
Age of Empires Online,71.09,,Microsoft,2011,23.0,,GameRankings,PC,1
Age of Empires Online,70.0,57.0,Microsoft,2011,44.0,186.0,MetaCritic,PC,1
Age of Empires: Definitive Edition,70.0,44.0,Microsoft,2018,48.0,57.0,MetaCritic,PC,1
Age of Empires: Mythologies,79.54,,THQ,2008,23.0,,GameRankings,DS,0
Age of Empires: The Age of Kings,79.81,,Majesco,2006,44.0,,GameRankings,DS,0
Age of Mythology,89.0,89.0,Microsoft,2002,31.0,527.0,MetaCritic,PC,1
Age of Mythology,88.67,,Microsoft,2002,41.0,,GameRankings,PC,1
Age of Mythology: Extended Edition,66.0,70.0,Microsoft,2014,7.0,119.0,MetaCritic,PC,1
Age of Mythology: The Titans,84.0,87.0,Microsoft,2003,25.0,127.0,MetaCritic,PC,1
Age of Mythology: The Titans,83.44,,Microsoft,2003,32.0,,GameRankings,PC,1
Age of Pirates 2: City of Abandoned Ships,61.0,78.0,Playlogic,2009,9.0,36.0,MetaCritic,PC,0
Age of Pirates: Caribbean Tales,60.58,,Playlogic,2006,24.0,,GameRankings,PC,0
Age of Pirates: Caribbean Tales,56.0,63.0,Playlogic,2006,23.0,21.0,MetaCritic,PC,0
Age of Wonders,82.25,,Gathering,1999,30.0,,GameRankings,PC,0
Age of Wonders II: The Wizard's Throne,83.46,,Gathering,2002,26.0,,GameRankings,PC,0
Age of Wonders II: The Wizard's Throne,86.0,84.0,Gathering,2002,20.0,51.0,MetaCritic,PC,0
Age of Wonders III,80.0,80.0,Triumph Studios,2014,35.0,552.0,MetaCritic,PC,0
Age of Wonders III,80.95,,Triumph Studios,2014,20.0,,GameRankings,PC,0
Age of Wonders III - Eternal Lords,80.0,84.0,Triumph Studios,2015,10.0,110.0,MetaCritic,PC,0
Age of Wonders III - Golden Realms,82.0,86.0,Triumph Studios,2014,8.0,95.0,MetaCritic,PC,0
Age of Wonders: Shadow Magic,83.59,,Gathering,2003,27.0,,GameRankings,PC,0
Age of Wonders: Shadow Magic,82.0,85.0,Gathering,2003,22.0,82.0,MetaCritic,PC,0
Age of Wushu,74.0,54.0,Snail Games,2013,4.0,75.0,MetaCritic,PC,0
Agents of Mayhem,62.0,66.0,Deep Silver,2017,70.0,118.0,MetaCritic,PS4,0
Agents of Mayhem,68.0,54.0,Deep Silver,2017,22.0,88.0,MetaCritic,PC,0
Agents of Mayhem,73.0,62.0,Deep Silver,2017,18.0,38.0,MetaCritic,X1,0
Agents of Mayhem,63.02,,Square Enix,2017,41.0,,GameRankings,PS4,1
Aggressive Inline,86.47,,Acclaim,2002,31.0,,GameRankings,GC,0
Aggressive Inline,86.17,,Acclaim,2002,49.0,,GameRankings,PS2,0
Aggressive Inline,84.47,,Acclaim,2002,43.0,,GameRankings,XBOX,0
Aion,76.0,66.0,NCSOFT,2009,42.0,426.0,MetaCritic,PC,0
Aion,78.95,,NCSOFT,2009,30.0,,GameRankings,PC,0
Air Conflicts: Secret Wars,65.0,64.0,Kalypso,2011,5.0,25.0,MetaCritic,PC,0
Air Conflicts: Vietnam,43.0,28.0,Kalypso,2013,9.0,24.0,MetaCritic,PC,0
Air Conflicts: Vietnam Ultimate Edition,30.0,16.0,Majesco Games,2014,10.0,26.0,MetaCritic,PS4,0
Air Raid: This Is Not a Drill!,39.0,67.0,Big City Games,2003,7.0,18.0,MetaCritic,PC,0
AirBlade,73.12,,SCEE,2002,36.0,,GameRankings,PS2,0
AirBuccaneers,74.0,68.0,LudoCraft Ltd.,2012,6.0,28.0,MetaCritic,PC,0
AirForce Delta Storm,67.06,,Konami,2001,28.0,,GameRankings,XBOX,1
AirForce Delta Strike,65.4,,Konami,2004,23.0,,GameRankings,PS2,1
AirMech Arena,73.0,73.0,Ubisoft,2014,4.0,28.0,MetaCritic,X360,1
Airborne Assault: Conquest of the Aegean,78.0,69.0,Matrix Games,2006,4.0,7.0,MetaCritic,PC,0
Airborne Assault: Highway to the Reich,81.0,61.0,Matrix Games,2003,11.0,8.0,MetaCritic,PC,0
Airborne Assault: Red Devils Over Arnhem,82.0,74.0,Battlefront.com,2002,8.0,5.0,MetaCritic,PC,0
Airfix Dogfighter,75.0,83.0,EON Digital Entertainment,2000,7.0,32.0,MetaCritic,PC,0
Airline Tycoon 2,57.0,55.0,Kalypso,2011,4.0,30.0,MetaCritic,PC,0
Airport Tycoon 2,32.0,49.0,Global Star Software,2003,6.0,17.0,MetaCritic,PC,0
Airport Tycoon 3,46.0,48.0,Global Star Software,2003,4.0,37.0,MetaCritic,PC,0
Airscape: The Fall of Gravity,75.0,66.0,Cross-Product,2015,9.0,14.0,MetaCritic,PC,0
Akai Katana,75.0,80.0,Rising Star Games,2012,17.0,27.0,MetaCritic,X360,0
Akaneiro: Demon Hunters,53.0,65.0,Spicy Horse,2013,15.0,36.0,MetaCritic,PC,0
Akiba's Beat,55.0,71.0,XSEED Games,2017,33.0,29.0,MetaCritic,PS4,0
Akiba's Beat,57.09,,XSEED Games,2017,22.0,,GameRankings,PS4,0
Akiba's Trip: Undead & Undressed,57.0,68.0,XSEED Games,2014,21.0,58.0,MetaCritic,PS4,0
Akiba's Trip: Undead & Undressed,57.0,77.0,XSEED Games,2014,20.0,42.0,MetaCritic,PS3,0
Akimi Village,69.0,35.0,Sony,2011,12.0,6.0,MetaCritic,PS3,1
Al Emmo and the Lost Dutchman's Mine,77.0,74.0,Himalaya Studios,2006,7.0,19.0,MetaCritic,PC,0
Alan Wake,83.97,,Microsoft,2010,74.0,,GameRankings,X360,1
Alan Wake,83.0,80.0,Remedy Entertainment,2012,30.0,1565.0,MetaCritic,PC,0
Alan Wake,83.0,81.0,Microsoft,2010,100.0,1210.0,MetaCritic,X360,1
Alan Wake's American Nightmare,76.0,78.0,Microsoft,2012,72.0,152.0,MetaCritic,X360,1
Alan Wake's American Nightmare,73.0,67.0,Remedy Entertainment,2012,15.0,319.0,MetaCritic,PC,0
Alan Wake's American Nightmare,77.29,,Microsoft,2012,57.0,,GameRankings,X360,1
Alan Wake: The Signal,75.0,68.0,Microsoft,2010,24.0,47.0,MetaCritic,X360,1
Alan Wake: The Writer,80.0,72.0,Microsoft,2010,28.0,54.0,MetaCritic,X360,1
Albedo: Eyes from Outer Space,66.0,63.0,Merge Games,2014,6.0,14.0,MetaCritic,PC,0
Albedo: Eyes from Outer Space,55.0,32.0,Merge Games,2016,4.0,5.0,MetaCritic,PS4,0
Albert & Otto: The Adventure Begins,69.0,71.0,KBros Entertainment,2015,6.0,8.0,MetaCritic,PC,0
Albion Online,72.0,38.0,Sandbox Interactive,2017,8.0,64.0,MetaCritic,PC,0
Alchemic Jousts,65.0,63.0,Lunatic Pixels,2016,4.0,6.0,MetaCritic,PS4,0
Alekhine's Gun,40.0,47.0,Maximum Games,2016,12.0,50.0,MetaCritic,PC,0
Alekhine's Gun,36.0,37.0,Maximum Games,2016,10.0,71.0,MetaCritic,PS4,0
Alekhine's Gun,33.0,24.0,Maximum Games,2016,6.0,25.0,MetaCritic,X1,0
Alexander,56.0,61.0,Ubisoft,2004,16.0,14.0,MetaCritic,PC,1
Alfred Hitchcock presents The Final Cut,50.0,62.0,Ubisoft,2002,17.0,5.0,MetaCritic,PC,1
Alfred Hitchcock presents The Final Cut,50.43,,Ubisoft,2002,23.0,,GameRankings,PC,1
Alias,64.71,,Acclaim,2004,34.0,,GameRankings,XBOX,0
Alias,66.39,,Acclaim,2004,36.0,,GameRankings,PS2,0
Alias,55.0,74.0,Acclaim,2004,9.0,10.0,MetaCritic,PC,0
Alice in Wonderland,63.0,59.0,Disney,2010,4.0,15.0,MetaCritic,PC,1
Alice: Madness Returns,70.0,80.0,Electronic Arts,2011,67.0,164.0,MetaCritic,X360,1
Alice: Madness Returns,72.64,,Electronic Arts,2011,49.0,,GameRankings,X360,1
Alice: Madness Returns,70.9,,Electronic Arts,2011,35.0,,GameRankings,PS3,1
Alice: Madness Returns,75.0,84.0,Electronic Arts,2011,29.0,586.0,MetaCritic,PC,1
Alice: Madness Returns,70.0,79.0,Electronic Arts,2011,51.0,189.0,MetaCritic,PS3,1
Alien Blast: The Encounter,41.0,60.0,Strategy First,2004,10.0,9.0,MetaCritic,PC,0
Alien Breed,68.0,38.0,Team 17,2013,7.0,8.0,MetaCritic,PS3,0
Alien Breed 2: Assault,67.0,54.0,Team 17,2010,23.0,8.0,MetaCritic,X360,0
Alien Breed 2: Assault,69.0,49.0,Team 17,2010,6.0,9.0,MetaCritic,PS3,0
Alien Breed 2: Assault,63.0,58.0,Team 17,2010,5.0,52.0,MetaCritic,PC,0
Alien Breed 2: Assault,68.1,,Team 17,2010,20.0,,GameRankings,X360,0
Alien Breed 3: Descent,64.0,49.0,Team 17,2011,7.0,7.0,MetaCritic,PS3,0
Alien Breed 3: Descent,64.0,51.0,Team 17,2010,15.0,31.0,MetaCritic,PC,0
Alien Breed 3: Descent,68.0,67.0,Team 17,2010,16.0,6.0,MetaCritic,X360,0
Alien Breed: Evolution,70.78,,Team 17,2009,23.0,,GameRankings,X360,0
Alien Breed: Evolution,69.0,80.0,Team 17,2009,31.0,21.0,MetaCritic,X360,0
Alien Breed: Impact,64.0,61.0,Team 17,2010,12.0,56.0,MetaCritic,PC,0
Alien Breed: Impact,71.0,61.0,Team 17,2010,7.0,11.0,MetaCritic,PS3,0
Alien Hominid,80.61,,Zoo Digital Publishing,2004,55.0,,GameRankings,PS2,0
Alien Hominid,81.57,,O3 Entertainment,2004,32.0,,GameRankings,GC,0
Alien Hominid HD,79.0,75.0,The Behemoth,2007,22.0,25.0,MetaCritic,X360,0
Alien Rage,46.0,75.0,CI Games,2013,10.0,33.0,MetaCritic,X360,0
Alien Rage,52.0,68.0,CI Games,2013,27.0,165.0,MetaCritic,PC,0
Alien Rage,55.6,,CI Games,2013,20.0,,GameRankings,PC,0
Alien Resurrection,64.12,,Fox Interactive,2000,25.0,,GameRankings,PS,0
Alien Shooter: Vengeance,67.0,83.0,cdv Software,2007,17.0,51.0,MetaCritic,PC,0
Alien Spidy,55.0,43.0,Kalypso,2013,19.0,12.0,MetaCritic,X360,0
Alien Swarm,77.0,82.0,Valve Software,2010,11.0,422.0,MetaCritic,PC,0
Alien Syndrome,51.38,,Sega,2007,28.0,,GameRankings,WII,0
Alien: Isolation,79.0,82.0,Sega,2014,50.0,901.0,MetaCritic,PS4,0
Alien: Isolation,81.0,84.0,Sega,2014,41.0,1699.0,MetaCritic,PC,0
Alien: Isolation,78.0,79.0,Sega,2014,24.0,339.0,MetaCritic,X1,0
Alien: Isolation,79.4,,Sega,2014,20.0,,GameRankings,XONE,0
Alien: Isolation,79.72,,Sega,2014,44.0,,GameRankings,PS4,0
Alienation,79.33,,SCEA,2016,35.0,,GameRankings,PS4,0
Alienation,79.0,80.0,SCEA,2016,63.0,177.0,MetaCritic,PS4,0
Aliens Go Home Run,84.0,70.0,Anim Ace,2017,6.0,5.0,MetaCritic,PC,0
Aliens Versus Predator,84.06,,Fox Interactive,1999,31.0,,GameRankings,PC,0
Aliens Versus Predator 2,85.73,,Fox Interactive,2001,43.0,,GameRankings,PC,0
Aliens Versus Predator 2,85.0,87.0,Fox Interactive,2001,27.0,183.0,MetaCritic,PC,0
Aliens Versus Predator 2: Primal Hunt Expansion Pack,55.0,77.0,Sierra Entertainment,2002,16.0,26.0,MetaCritic,PC,0
Aliens Versus Predator 2: Primal Hunt Expansion Pack,60.0,,Sierra Entertainment,2002,23.0,,GameRankings,PC,0
Aliens Versus Predator: Extinction,63.8,,Electronic Arts,2003,28.0,,GameRankings,PS2,1
Aliens Versus Predator: Extinction,65.45,,Electronic Arts,2003,30.0,,GameRankings,XBOX,1
Aliens vs. Predator,68.0,74.0,Sega,2010,35.0,1010.0,MetaCritic,PC,0
Aliens vs. Predator,67.93,,Sega,2010,22.0,,GameRankings,PC,0
Aliens vs. Predator,65.89,,Sega,2010,46.0,,GameRankings,X360,0
Aliens vs. Predator,66.89,,Sega,2010,36.0,,GameRankings,PS3,0
Aliens vs. Predator,64.0,73.0,Sega,2010,64.0,251.0,MetaCritic,X360,0
Aliens vs. Predator,65.0,73.0,Sega,2010,57.0,176.0,MetaCritic,PS3,0
Aliens vs. Predator: Requiem,49.51,,Sierra Entertainment,2007,37.0,,GameRankings,PSP,0
Aliens: Colonial Marines,48.53,,Sega,2013,36.0,,GameRankings,X360,0
Aliens: Colonial Marines,45.0,35.0,Sega,2013,40.0,1153.0,MetaCritic,PC,0
Aliens: Colonial Marines,48.0,39.0,Sega,2013,47.0,446.0,MetaCritic,X360,0
Aliens: Colonial Marines,37.91,,Sega,2013,22.0,,GameRankings,PC,0
Aliens: Colonial Marines,43.0,36.0,Sega,2013,25.0,306.0,MetaCritic,PS3,0
Aliens: Infestation,77.28,,Sega,2011,37.0,,GameRankings,DS,0
All Zombies Must Die!,67.0,50.0,Doublesix,2011,20.0,13.0,MetaCritic,PS3,0
All Zombies Must Die!,60.0,51.0,Doublesix,2011,27.0,14.0,MetaCritic,X360,0
All Zombies Must Die!,61.26,,Doublesix,2011,23.0,,GameRankings,X360,0
All Zombies Must Die!,58.0,57.0,Doublesix,2012,6.0,24.0,MetaCritic,PC,0
All-Pro Football 2K8,75.0,68.0,2K Games,2007,22.0,52.0,MetaCritic,X360,0
All-Pro Football 2K8,74.32,,2K Games,2007,24.0,,GameRankings,PS3,0
All-Pro Football 2K8,73.0,73.0,2K Games,2007,23.0,21.0,MetaCritic,PS3,0
All-Pro Football 2K8,74.18,,2K Games,2007,26.0,,GameRankings,X360,0
All-Star Baseball 2002,75.09,,Acclaim,2001,23.0,,GameRankings,PS2,0
All-Star Baseball 2003,82.18,,Acclaim Japan,2002,22.0,,GameRankings,GC,0
All-Star Baseball 2003,76.09,,Acclaim,2002,27.0,,GameRankings,PS2,0
All-Star Baseball 2003,76.81,,Acclaim,2002,32.0,,GameRankings,XBOX,0
All-Star Baseball 2004,79.78,,Acclaim,2003,23.0,,GameRankings,GC,0
All-Star Baseball 2004,77.56,,Acclaim,2003,30.0,,GameRankings,XBOX,0
All-Star Baseball 2004,76.22,,Acclaim,2003,36.0,,GameRankings,PS2,0
All-Star Baseball 2005,75.41,,Acclaim,2004,35.0,,GameRankings,XBOX,0
Allegiance,86.0,83.0,Microsoft,2000,17.0,12.0,MetaCritic,PC,1
Allegiance,85.2,,Microsoft,2000,25.0,,GameRankings,PC,1
Alliance: Future Combat,43.0,79.0,Strategy First,2006,4.0,13.0,MetaCritic,PC,0
Allods Online,69.0,61.0,Gala Networks,2011,4.0,52.0,MetaCritic,PC,0
Alone With You,72.0,75.0,Benjamin Rivers,2016,18.0,10.0,MetaCritic,PS4,0
Alone With You,74.0,53.0,Benjamin Rivers,2017,13.0,4.0,MetaCritic,PC,0
Alone in the Dark,58.0,56.0,Atari,2008,53.0,165.0,MetaCritic,X360,0
Alone in the Dark,55.0,56.0,Atari,2008,19.0,154.0,MetaCritic,PC,0
Alone in the Dark,62.01,,Electronic Arts,2008,46.0,,GameRankings,X360,1
Alone in the Dark: Illumination,19.0,12.0,Atari,2015,12.0,122.0,MetaCritic,PC,0
Alone in the Dark: Inferno,69.0,55.0,Atari,2008,25.0,55.0,MetaCritic,PS3,0
Alone in the Dark: Inferno,72.35,,Electronic Arts,2008,24.0,,GameRankings,PS3,1
Alone in the Dark: The New Nightmare,69.97,,Infogrames,2001,30.0,,GameRankings,PC,0
Alone in the Dark: The New Nightmare,73.62,,Infogrames,2001,23.0,,GameRankings,DC,0
Alone in the Dark: The New Nightmare,76.31,,Infogrames,2001,29.0,,GameRankings,PS,0
Alone in the Dark: The New Nightmare,66.0,75.0,Infogrames,2001,16.0,35.0,MetaCritic,PC,0
Alone in the Dark: The Trilogy 1+2+3,72.0,74.0,Interplay,1997,4.0,17.0,MetaCritic,PC,0
Alpha Polaris: A Horror Adventure Game,52.0,47.0,Just A Game,2011,8.0,7.0,MetaCritic,PC,0
Alpha Prime,59.0,60.0,Meridian4,2007,19.0,110.0,MetaCritic,PC,0
Alpha Prime,59.81,,IDEA Games,2007,21.0,,GameRankings,PC,0
Alpha Protocol,64.0,69.0,Sega,2010,49.0,119.0,MetaCritic,PS3,0
Alpha Protocol,65.01,,Sega,2010,53.0,,GameRankings,X360,0
Alpha Protocol,64.56,,Sega,2010,36.0,,GameRankings,PS3,0
Alpha Protocol,72.0,75.0,Sega,2010,25.0,529.0,MetaCritic,PC,0
Alpha Protocol,63.0,71.0,Sega,2010,68.0,203.0,MetaCritic,X360,0
Alter Echo,65.28,,THQ,2003,35.0,,GameRankings,XBOX,0
Alter Echo,65.2,,THQ,2003,34.0,,GameRankings,PS2,0
Alter Ego (2010),59.0,58.0,bitComposer Games,2010,9.0,19.0,MetaCritic,PC,0
Altered Beast,40.0,66.0,Sega,2009,4.0,22.0,MetaCritic,X360,0
Alternativa,63.0,60.0,Bohemia Interactive,2010,8.0,15.0,MetaCritic,PC,0
Altitude,79.0,86.0,Nimbly Games,2009,6.0,91.0,MetaCritic,PC,0
Alundra 2,69.32,,Activision,2000,25.0,,GameRankings,PS,1
Alwa's Awakening,71.0,75.0,Elden Pixels,2017,13.0,6.0,MetaCritic,PC,0
Always Sometimes Monsters,73.0,72.0,Devolver Digital,2014,26.0,79.0,MetaCritic,PC,0
Always Sometimes Monsters,68.67,,Devolver Digital,2014,24.0,,GameRankings,PC,0
Amazing Discoveries In Outer Space,71.0,59.0,Cosmic Picnic,2016,14.0,7.0,MetaCritic,PS4,0
Amazing Island,61.36,,Sega,2004,23.0,,GameRankings,GC,0
Amazons & Aliens,48.0,52.0,Simon & Schuster,2000,8.0,6.0,MetaCritic,PC,0
America,57.4,,Data Becker,2001,20.0,,GameRankings,PC,0
America,50.0,79.0,Data Becker,2001,15.0,10.0,MetaCritic,PC,0
America's Army,82.0,60.0,U.S. Army,2002,13.0,33.0,MetaCritic,PC,0
America's Army 3,70.0,77.0,U.S. Army,2009,5.0,369.0,MetaCritic,PC,0
America's Army: Rise of a Soldier,67.86,,Ubisoft,2005,20.0,,GameRankings,XBOX,1
America's Army: Special Forces,85.0,84.0,U.S. Army,2003,6.0,39.0,MetaCritic,PC,0
America's Army: True Soldiers,43.0,67.0,Ubisoft,2007,11.0,55.0,MetaCritic,X360,1
American Conquest,76.22,,GSC Game World,2003,27.0,,GameRankings,PC,0
American Conquest,76.0,84.0,cdv Software,2003,15.0,43.0,MetaCritic,PC,0
American Conquest: Divided Nation,53.0,73.0,cdv Software,2006,16.0,8.0,MetaCritic,PC,0
American Conquest: Fight Back,66.0,76.0,cdv Software,2003,10.0,14.0,MetaCritic,PC,0
American Idol,39.0,35.0,Codemasters,2003,5.0,10.0,MetaCritic,PC,0
American Idol,52.27,,Codemasters,2003,20.0,,GameRankings,PS2,0
American McGee Presents Bad Day LA,33.15,,Aspyr,2006,23.0,,GameRankings,PC,0
American McGee Presents Bad Day LA,28.0,72.0,Aspyr,2006,24.0,84.0,MetaCritic,PC,0
American McGee's Alice,85.0,81.0,Electronic Arts,2000,34.0,160.0,MetaCritic,PC,1
American McGee's Alice,82.09,,Electronic Arts,2000,32.0,,GameRankings,PC,1
American Truck Simulator,76.0,66.0,Excalibur Publishing Limited,2016,31.0,180.0,MetaCritic,PC,0
Amnesia Collection,78.0,73.0,Frictional Games,2016,27.0,40.0,MetaCritic,PS4,0
Amnesia: A Machine for Pigs,71.88,,Frictional Games,2013,39.0,,GameRankings,PC,0
Amnesia: A Machine for Pigs,72.0,59.0,Frictional Games,2013,59.0,841.0,MetaCritic,PC,0
Amnesia: Memories,72.0,70.0,Idea Factory,2015,5.0,6.0,MetaCritic,PC,0
Amnesia: The Dark Descent,85.0,86.0,THQ,2010,44.0,1272.0,MetaCritic,PC,0
Amnesia: The Dark Descent,86.09,,Frictional Games,2010,29.0,,GameRankings,PC,0
Among the Sleep,66.0,68.0,Krillbite Studio,2016,15.0,32.0,MetaCritic,PS4,0
Among the Sleep,66.0,75.0,Krillbite Studio,2014,40.0,194.0,MetaCritic,PC,0
Among the Sleep,64.89,,Krillbite Studio,2014,23.0,,GameRankings,PC,0
Amped 2,81.88,,Microsoft,2003,69.0,,GameRankings,XBOX,1
Amped 3,74.06,,2K Games,2005,63.0,,GameRankings,X360,0
Amped 3,72.0,71.0,2K Games,2005,49.0,36.0,MetaCritic,X360,0
Amped: Freestyle Snowboarding,82.29,,Microsoft,2001,56.0,,GameRankings,XBOX,1
Amplitude,73.79,,Harmonix Music Systems,2016,45.0,,GameRankings,PS4,0
Amplitude,85.38,,SCEE,2003,65.0,,GameRankings,PS2,0
Amplitude,74.0,75.0,Harmonix Music Systems,2016,59.0,39.0,MetaCritic,PS4,0
Anacapri: The Dream,39.0,42.0,Got Game Entertainment,2007,8.0,13.0,MetaCritic,PC,0
Anachronox,80.15,,Eidos Interactive,2001,35.0,,GameRankings,PC,0
Anachronox,77.0,83.0,Eidos Interactive,2001,18.0,73.0,MetaCritic,PC,0
Analogue: A Hate Story,62.0,79.0,Christine Love,2012,5.0,100.0,MetaCritic,PC,0
Anarchy Online,72.0,75.0,Fun Com,2001,11.0,39.0,MetaCritic,PC,0
Anarchy Online: Alien Invasion,73.0,70.0,Funcom,2004,17.0,12.0,MetaCritic,PC,0
Anarchy Online: Alien Invasion,74.23,,Funcom,2004,20.0,,GameRankings,PC,0
Anarchy Online: Shadowlands,85.0,85.0,Funcom,2003,15.0,22.0,MetaCritic,PC,0
Anarchy Online: The Notum Wars,71.0,82.0,Funcom,2002,5.0,17.0,MetaCritic,PC,0
Anarchy Reigns,71.0,81.0,Sega,2013,35.0,109.0,MetaCritic,PS3,0
Anarchy Reigns,73.0,79.0,Sega,2013,38.0,106.0,MetaCritic,X360,0
Anarchy Reigns,71.95,,Sega,2013,20.0,,GameRankings,PS3,0
Anarchy Reigns,71.75,,Sega,2013,28.0,,GameRankings,X360,0
Anarchy: Rush Hour,59.0,49.0,Gaijin Entertainment,2010,6.0,11.0,MetaCritic,PS3,0
Anarcute,74.0,73.0,Anarteam,2016,10.0,4.0,MetaCritic,X1,0
Anarcute,79.0,75.0,Plug In Digital,2016,7.0,6.0,MetaCritic,PC,0
Ancient Amuletor,60.0,60.0,TIGAMES,2017,12.0,6.0,MetaCritic,PS4,0
Ancient Space,68.0,74.0,Paradox Interactive,2014,17.0,54.0,MetaCritic,PC,0
Ancient Wars: Sparta,59.0,71.0,Eidos Interactive,2007,21.0,20.0,MetaCritic,PC,0
Ancients of Ooga,69.0,58.0,NinjaBee,2010,12.0,10.0,MetaCritic,X360,0
And 1 Streetball,52.98,,Ubisoft,2006,28.0,,GameRankings,PS2,1
And 1 Streetball,49.38,,Ubisoft,2006,22.0,,GameRankings,XBOX,1
And Yet It Moves,75.0,62.0,Broken Rules,2009,10.0,109.0,MetaCritic,PC,0
And Yet It Moves,85.3,,Broken Rules,2010,20.0,,GameRankings,WII,0
Angels with Scaly Wings,67.0,84.0,Radical Phi,2017,4.0,8.0,MetaCritic,PC,0
Angry Birds Star Wars,47.0,20.0,Activision,2013,5.0,90.0,MetaCritic,PS4,1
Angry Birds Star Wars,53.0,69.0,Activision,2013,4.0,63.0,MetaCritic,X1,1
Angry Birds Star Wars,49.0,36.0,LucasArts,2013,6.0,23.0,MetaCritic,PS3,0
Angry Birds Star Wars,59.0,56.0,Activision,2013,3.0,25.0,MetaCritic,X360,1
Angry Birds Trilogy,66.0,37.0,Activision,2012,8.0,20.0,MetaCritic,PS3,1
Angry Birds Trilogy,63.0,35.0,Activision,2012,13.0,27.0,MetaCritic,X360,1
Angry Video Game Nerd Adventures,77.0,76.0,ScrewAttack LLC,2013,7.0,113.0,MetaCritic,PC,0
Anima: Gate of Memories,72.0,82.0,Badland Games,2016,8.0,21.0,MetaCritic,X1,0
Anima: Gate of Memories,69.0,76.0,Edge Entertainment,2016,4.0,30.0,MetaCritic,PC,0
Anima: Gate of Memories,52.0,75.0,Edge Entertainment,2016,13.0,39.0,MetaCritic,PS4,0
Animal Crossing,86.25,,Nintendo,2002,72.0,,GameRankings,GC,1
Animal Crossing: City Folk,73.54,,Nintendo,2008,48.0,,GameRankings,WII,1
Animal Crossing: Happy Home Designer,66.15,,Nintendo,2015,41.0,,GameRankings,3DS,1
Animal Crossing: New Leaf,86.93,,Nintendo,2013,45.0,,GameRankings,3DS,1
Animal Crossing: Wild World,86.27,,Nintendo,2005,66.0,,GameRankings,DS,1
Anito: Defend a Land Enraged,63.0,75.0,Anino Entertainment,2003,4.0,11.0,MetaCritic,PC,0
Ankh,76.03,,bhv Software,2006,27.0,,GameRankings,PC,0
Ankh,74.0,77.0,bhv Software,2006,22.0,12.0,MetaCritic,PC,0
Anna,55.0,51.0,Kalypso,2012,16.0,61.0,MetaCritic,PC,0
Anna's Quest,74.0,69.0,Daedalic Entertainment,2015,15.0,43.0,MetaCritic,PC,0
Anna: Extended Edition,75.0,59.0,Kalypso,2013,5.0,70.0,MetaCritic,PC,0
Anno 2070,83.0,71.0,Ubisoft,2011,33.0,500.0,MetaCritic,PC,1
Anno 2205,72.0,60.0,Ubisoft,2015,45.0,286.0,MetaCritic,PC,1
Anno 2205,70.96,,Ubisoft,2015,24.0,,GameRankings,PC,1
Anodyne,75.0,66.0,Analgesic Productions,2013,11.0,62.0,MetaCritic,PC,0
Anomaly 1729,49.0,73.0,"Anvil Drop, LLC",2015,5.0,6.0,MetaCritic,PC,0
Anomaly 2,77.0,78.0,11 bit studios,2013,27.0,108.0,MetaCritic,PC,0
