game,AAA,critics,user,year
Audioshield,0,81.0,63.0,2016
Audiosurf 2,0,76.0,75.0,2015
Auditorium HD,0,79.0,86.0,2010
Aura: Fate of the Ages,0,62.4,60.0,2004
Aurion: Legacy of the Kori-Odan,0,69.0,81.0,2016
Austerlitz: Napoleon's Greatest Victory,0,78.0,63.0,2002
Auto Assault,0,71.58,86.0,2006
Auto Modellista,0,67.06,0.0,2003
Avadon 2: The Corruption,0,82.0,77.0,2013
Avadon: The Black Fortress,0,75.0,79.0,2011
Avalon Code,0,73.56,0.0,2009
Avatar: The Last Airbender - The Burning Earth,0,54.0,59.0,2007
Aven Colony,0,65.0,68.0,2017
Avencast: Rise of the Mage,0,68.0,72.0,2007
Avernum 2: Crystal Souls,0,78.0,83.0,2015
Avernum: Escape From the Pit,0,76.0,83.0,2012
Aviary Attorney,0,77.0,77.0,2015
Awesomenauts,0,77.0,80.0,2012
Awesomenauts Assemble!,0,81.0,70.0,2014
Axel & Pixel,0,72.0,75.0,2009
Axiom Verge,0,84.0,80.0,2015
Axis & Allies,0,67.14,84.0,2004
Azurik: Rise of Perathia,1,54.85,0.0,2001
B-17 Flying Fortress: The Mighty 8th,0,75.25,73.0,2000
B-Boy,0,56.12,0.0,2008
BADLAND: Game of the Year Edition,0,69.0,67.0,2015
BASS Strike,0,56.5,0.0,2001
BLACKHOLE,0,82.0,80.0,2015
BMX XXX,0,57.88,0.0,2002
BOXBOY!,1,79.1,0.0,2015
BRAWL,0,62.0,64.0,2015
BROFORCE,0,83.0,80.0,2015
BUTCHER,0,71.0,75.0,2016
Babel Rising,1,51.0,34.0,2012
Back in 1995,0,52.0,50.0,2016
Back to Bed,0,57.0,60.0,2014
Back to the Future: The Game,0,66.0,68.0,2011
Back to the Future: The Game - Episode I: It's About Time,0,74.0,71.0,2010
Back to the Future: The Game - Episode II: Get Tannen!,0,74.0,72.0,2011
Back to the Future: The Game - Episode III: Citizen Brown,0,71.0,58.0,2011
Back to the Future: The Game - Episode IV: Double Visions,0,71.0,60.0,2011
Back to the Future: The Game - Episode V: OUTATIME,0,75.0,72.0,2011
Backbreaker,0,54.0,76.0,2010
Backbreaker: Vengeance,0,66.0,50.0,2011
Backyard Wrestling 2: There Goes the Neighborhood,0,49.22,0.0,2004
Backyard Wrestling: Don't Try This at Home,0,53.71,0.0,2003
Bad Bots,0,49.0,46.0,2013
Bad Boys: Miami Takedown,0,39.1,0.0,2004
Bad Mojo,0,74.0,69.0,1996
Bad Mojo: Redux,0,74.0,70.0,2004
Baja: Edge of Control,0,67.83,71.0,2008
Bakugan Battle Brawlers,1,60.0,52.0,2009
Baldur's Gate,0,91.0,89.0,1998
Baldur's Gate II: Enhanced Edition,0,78.0,73.0,2013
Baldur's Gate II: Shadows of Amn,0,93.97,92.0,2000
Baldur's Gate II: Throne of Bhaal,0,88.73,88.0,2001
Baldur's Gate: Dark Alliance,0,84.43,0.0,2002
Baldur's Gate: Dark Alliance II,0,81.19,0.0,2004
Baldur's Gate: Enhanced Edition,0,78.0,66.0,2012
Baldur's Gate: Siege of Dragonspear,0,77.0,36.0,2016
Ballistics,0,71.0,78.0,2001
Band Hero,1,76.0,50.0,2009
Band of Bugs,0,68.0,60.0,2007
Bandfuse: Rock Legends,0,73.0,77.0,2013
Bandits: Phoenix Rising,0,74.88,74.0,2003
Bang Bang Racing,0,58.0,55.0,2012
Bangai-O HD: Missile Fury,0,78.0,71.0,2011
Bangai-O Spirits,0,80.91,0.0,2008
Banished,0,73.0,82.0,2014
Banjo-Kazooie,1,77.0,81.0,2008
Banjo-Kazooie: Grunty's Revenge,0,72.7,0.0,2003
Banjo-Kazooie: Nuts & Bolts,1,79.0,67.0,2008
Banjo-Pilot,0,66.78,0.0,2005
Banjo-Tooie,1,77.0,84.0,2009
Bankshot Billiards 2,0,65.0,62.0,2005
Baobabs Mausoleum - Ep. 1: Ovnifagos Don't Eat Flamingos,0,69.0,68.0,2017
Barbarian,0,68.92,0.0,2002
Baroque,0,51.3,0.0,2008
Barrow Hill: Curse of the Ancient Circle,0,65.0,79.0,2006
Baseball Mogul 2003,0,73.0,73.0,2002
Baseball Mogul 2004,0,71.0,54.0,2003
Baseball Mogul 2006,0,74.0,82.0,2005
Baseball Mogul 2007,0,78.0,78.0,2006
Baseball Mogul 2008,0,74.0,65.0,2007
Basement Crawl,0,27.0,28.0,2014
Bass Pro Shops: The Strike,0,63.0,58.0,2009
Bastion,1,86.0,86.0,2011
Baten Kaitos Origins,1,76.79,0.0,2006
Baten Kaitos: Eternal Wings and the Lost Ocean,1,81.3,0.0,2004
Batman Begins,1,67.2,0.0,2005
Batman: Arkham Asylum,0,92.0,87.0,2009
Batman: Arkham City,1,94.0,87.0,2011
Batman: Arkham City - Armored Edition,1,84.87,0.0,2012
Batman: Arkham City - Harley Quinn's Revenge,1,72.0,67.0,2012
Batman: Arkham Knight,1,87.0,77.0,2015
Batman: Arkham Knight - A Matter of Family,1,61.0,66.0,2015
Batman: Arkham Knight - Season of Infamy: Most Wanted,1,79.0,79.0,2015
Batman: Arkham Origins,1,76.0,75.0,2013
"Batman: Arkham Origins - Cold, Cold Heart",1,71.0,79.0,2014
Batman: Arkham Origins Blackgate,1,60.53,0.0,2013
Batman: Arkham Origins Blackgate - Deluxe Edition,1,60.0,58.0,2014
Batman: Arkham VR,1,74.0,73.0,2016
Batman: Dark Tomorrow,0,27.83,0.0,2003
Batman: Return to Arkham,1,73.0,81.0,2016
Batman: Rise of Sin Tzu,1,59.44,0.0,2003
Batman: The Brave and the Bold - The Videogame,1,73.21,0.0,2010
Batman: The Enemy Within - Episode 1: The Enigma,0,76.0,63.0,2017
Batman: The Enemy Within - Episode 2: The Pact,0,71.0,63.0,2017
Batman: The Enemy Within - Episode 3: The Fractured Mask,0,71.0,77.0,2017
Batman: The Enemy Within - Episode 4: What Ails You,0,76.0,78.0,2018
Batman: The Enemy Within - Episode 5: Same Stitch,0,86.0,70.0,2018
Batman: The Telltale Series,0,64.0,69.0,2016
Batman: The Telltale Series - Episode 1: Realm of Shadows,0,74.0,64.0,2016
Batman: The Telltale Series - Episode 2: Children of Arkham,0,73.0,70.0,2016
Batman: The Telltale Series - Episode 3: New World Order,0,73.0,72.0,2016
Batman: The Telltale Series - Episode 4: Guardian of Gotham,0,73.0,68.0,2016
Batman: The Telltale Series - Episode 5: City of Light,0,75.0,67.0,2016
Batman: Vengeance,1,71.18,70.0,2002
Battalion Wars,1,76.78,0.0,2005
Battalion Wars 2,1,74.29,0.0,2007
Battle Academy 2: Eastern Front,0,77.0,60.0,2014
Battle Brothers,0,80.0,76.0,2017
Battle Chasers: Nightwar,0,75.0,76.0,2017
Battle Chef Brigade,0,80.0,80.0,2017
Battle Engine Aquila,0,75.4,62.0,2003
Battle Fantasia,0,71.0,61.0,2009
Battle Isle: The Andosia War,0,70.0,74.0,2000
Battle Princess of Arcadias,0,69.65,79.0,2014
Battle Realms,1,82.04,86.0,2001
Battle Realms: Winter of the Wolf,0,71.0,84.0,2002
Battle Worlds: Kronos,0,71.0,71.0,2013
Battle of Britain II: Wings of Victory,0,75.0,40.0,2005
Battle of the Bands,0,59.83,0.0,2008
Battle: Los Angeles,1,39.0,32.0,2011
BattleBlock Theater,1,85.0,80.0,2014
BattleForge,1,75.0,70.0,2009
Battleborn,0,68.0,69.0,2016
Battlecruiser Millennium,0,68.0,46.0,2001
Battlefield 1,1,88.0,73.0,2016
Battlefield 1942,1,88.67,86.0,2002
Battlefield 1942: Secret Weapons of WWII,1,82.47,84.0,2003
Battlefield 1942: The Road to Rome,1,81.57,77.0,2003
Battlefield 1943,1,83.0,79.0,2009
Battlefield 1: In the Name of the Tsar,1,82.0,57.0,2017
Battlefield 1: They Shall Not Pass,1,76.0,49.0,2017
Battlefield 2,1,90.07,84.0,2005
Battlefield 2142,1,79.77,68.0,2006
Battlefield 2142: Northern Strike,1,77.0,89.0,2007
Battlefield 2: Euro Force,1,71.0,66.0,2006
Battlefield 2: Modern Combat,1,77.36,73.0,2006
Battlefield 2: Special Forces,1,78.14,80.0,2005
Battlefield 3,1,89.0,76.0,2011
Battlefield 3: Aftermath,1,85.0,77.0,2012
Battlefield 3: Armored Kill,1,87.0,71.0,2012
Battlefield 3: Back to Karkand,1,86.0,72.0,2011
Battlefield 3: Close Quarters,1,72.0,69.0,2012
Battlefield 3: End Game,1,78.0,74.0,2013
Battlefield 4,1,81.0,61.0,2013
Battlefield 4: Naval Strike,1,61.0,52.0,2014
Battlefield 4: Second Assault,1,77.0,61.0,2013
Battlefield Hardline,1,73.0,51.0,2015
Battlefield Heroes,1,69.0,59.0,2009
Battlefield Vietnam,1,83.57,75.0,2004
Battlefield: Bad Company,1,83.0,77.0,2008
Battlefield: Bad Company 2,1,88.0,83.0,2010
Battlefield: Bad Company 2 Vietnam,1,88.0,81.0,2010
Battlefield: Play4Free,1,68.0,19.0,2011
Battlefleet Gothic: Armada,0,77.0,73.0,2016
Battleground Europe: World War II Online,0,73.0,79.0,2006
Battleplan: American Civil War,0,66.0,60.0,2014
Battlerite,0,85.0,79.0,2017
Battles of Prince of Persia,1,65.16,0.0,2005
Battleship,1,38.0,20.0,2012
Battlestar Galactica,0,67.3,67.0,2007
Battlestations: Midway,0,73.51,73.0,2007
Battlestations: Pacific,0,76.0,84.0,2009
Battlezone,1,66.0,74.0,2016
Battlezone 98 Redux,0,75.0,88.0,2016
Battlezone II: Combat Commander,1,74.57,0.0,1999
Bayonetta,0,90.0,81.0,2010
Bayonetta 2,1,91.38,0.0,2014
Beach Buggy Racing,0,65.0,69.0,2015
Beach Head 2002,0,46.0,72.0,2002
Beach Spikers: Virtua Beach Volleyball,0,77.2,0.0,2002
BeachHead 2000,0,46.0,70.0,2000
Beam Breakers,0,61.0,70.0,2002
Bear With Me: Episode 1,0,68.0,61.0,2016
Bear With Me: Episode Three,0,79.0,72.0,2017
Bear With Me: Episode Two,0,76.0,70.0,2017
Beat Cop,0,71.0,76.0,2017
Beat Down,0,54.79,0.0,2005
Beat Down: Fists of Vengeance,0,49.82,0.0,2005
Beat Hazard,0,70.0,72.0,2010
Beat Hazard Ultra,0,63.0,68.0,2011
Beat Sketcher,0,67.0,50.0,2010
Beat The Game,0,55.0,52.0,2017
Beat'n Groovy,1,29.0,32.0,2008
BeatBlasters III,0,56.0,80.0,2014
Beatbuddy: Tale of the Guardians,0,75.0,74.0,2013
Beaterator,0,79.86,0.0,2009
Beatmania,1,70.55,0.0,2006
Beautiful Katamari,1,72.72,70.0,2007
Beauty Factory,0,22.0,23.0,2008
Bedlam,0,54.0,66.0,2015
Bedlam: The Game by Christopher Brookmyre,0,53.15,53.0,2015
Bee Movie Game,1,72.67,71.0,2007
Beetle Buggin',0,72.03,0.0,2000
Before the Echo,0,70.0,74.0,2011
Beholder,0,75.0,78.0,2016
Beholder: Complete Edition,0,63.0,63.0,2018
Beijing 2008 - The Official Video Game of the Olympic Games,0,60.0,56.0,2008
Beijing 2008: The Official Video Game of the Olympic Games,0,52.0,40.0,2008
Bejeweled 2,0,74.0,66.0,2009
Bejeweled 2 Deluxe,0,69.0,63.0,2005
Bejeweled 3,0,82.0,81.0,2010
Bejeweled Blitz Live,0,68.0,72.0,2011
Bejeweled Twist,0,78.0,73.0,2008
Belief & Betrayal,0,53.0,49.0,2008
Bellator: MMA Onslaught,0,47.0,64.0,2012
Ben 10,0,56.0,55.0,2017
Ben 10 Alien Force: The Rise of Hex,1,46.0,45.0,2010
Ben 10 Alien Force: Vilgax Attacks,0,61.0,83.0,2009
Ben 10 Omniverse 2,0,33.0,47.0,2013
Ben 10 Ultimate Alien: Cosmic Destruction,0,51.0,53.0,2010
Ben 10: Omniverse,0,50.0,54.0,2012
Beowulf: The Game,1,54.02,47.0,2007
Berserk and the Band of the Hawk,0,66.0,69.0,2017
Besieger,0,58.0,82.0,2004
Bet on Soldier: Blood Sport,0,56.82,58.0,2005
Betrayer,0,62.0,73.0,2013
Between Me and The Night,0,62.0,58.0,2016
Beware Planet Earth!,1,68.0,58.0,2012
Beyond Atlantis II,0,75.0,80.0,2001
Beyond Divinity,0,72.17,73.0,2004
Beyond Eyes,0,60.0,57.0,2015
Beyond Good & Evil,1,87.09,86.0,2003
Beyond Good & Evil HD,1,84.0,85.0,2011
Beyond the Law: The Third Wave,0,42.0,66.0,2004
Beyond: Two Souls,0,70.0,81.0,2013
Bientot l'ete,0,62.0,44.0,2013
Big Bang Mini,0,79.51,0.0,2009
Big Brain Academy,1,75.82,0.0,2006
Big Brain Academy: Wii Degree,1,70.26,0.0,2007
Big Bumpin',0,63.0,58.0,2006
Big Mutha Truckers,0,66.41,35.0,2003
Big Mutha Truckers 2,0,53.73,27.0,2005
Big Oil: Build an Oil Empire,0,31.0,43.0,2006
Big Pharma,0,72.0,65.0,2015
Big Rigs: Over the Road Racing,0,8.0,38.0,2003
Big Scale Racing,0,60.0,77.0,2002
Billy Hatcher and the Giant Egg,0,72.43,0.0,2003
Binary Domain,0,74.0,77.0,2012
BioShock,0,95.07,85.0,2007
BioShock 2,0,88.0,80.0,2010
BioShock 2: Minerva's Den,0,82.0,87.0,2010
BioShock Infinite,0,94.0,86.0,2013
BioShock Infinite: Burial at Sea - Episode One,0,70.0,77.0,2013
BioShock Infinite: Burial at Sea - Episode Two,0,80.0,85.0,2014
BioShock Infinite: Clash in the Clouds,0,68.0,63.0,2013
BioShock: The Collection,0,84.0,86.0,2016
Biology Battle,0,69.0,87.0,2008
Bionic Commando,0,70.0,66.0,2009
Bionic Commando Rearmed,0,85.0,68.0,2008
Bionic Commando Rearmed 2,0,62.0,51.0,2011
Bionic Dues,0,71.0,77.0,2013
Bionicle,0,52.0,63.0,2003
Bionicle Heroes,0,57.24,59.0,2006
Birds of Steel,1,73.0,85.0,2012
Birth of America,0,71.0,57.0,2006
Birthdays the Beginning,0,65.0,70.0,2017
Bit.Trip Fate,0,74.0,64.0,2013
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,0,85.0,82.0,2013
Black,1,77.38,0.0,2006
Black & Bruised,0,64.0,0.0,2003
Black & White,1,89.79,77.0,2001
Black & White 2,1,75.0,73.0,2005
Black & White 2 - Battle of the Gods,1,69.0,85.0,2006
Black & White: Creature Isle,1,69.33,78.0,2002
Black Desert Online,0,73.0,70.0,2016
Black Knight Sword,0,66.69,66.0,2012
Black Mesa,0,86.0,89.0,2012
Black Mirror,0,54.0,55.0,2017
Black Mirror II: Reigning Evil,0,71.0,78.0,2011
Black Mirror III: Final Fear,0,75.0,77.0,2011
Black Prophecy,0,70.0,64.0,2011
Black Rock Shooter: The Game,0,65.63,0.0,2013
Black Sigil: Blade of the Exiled,0,64.78,0.0,2009
Black Stone: Magic & Steel,0,53.3,0.0,2003
Black The Fall,1,72.0,72.0,2017
BlackSite: Area 51,0,63.25,60.0,2007
BlackSoul,0,22.0,45.0,2013
Blackguards,0,68.0,71.0,2013
Blackguards 2,0,74.0,74.0,2015
Blacklight: Retribution,0,75.0,76.0,2012
Blacklight: Tango Down,0,61.0,74.0,2010
Blackwater,0,37.0,48.0,2011
Blackwood Crossing,0,71.0,73.0,2017
Blade,1,48.13,0.0,2000
Blade & Soul,0,68.0,45.0,2016
Blade & Sword,0,56.59,62.0,2003
Blade Dancer: Lineage of Light,0,64.52,0.0,2006
Blade II,1,53.09,0.0,2002
Blade Kitten,0,59.0,74.0,2010
Blade Symphony,0,72.0,68.0,2013
Blade of Darkness,0,75.59,86.0,2001
Blades of Time,1,52.0,73.0,2012
Bladestorm: Nightmare,0,58.0,62.0,2015
Bladestorm: The Hundred Years' War,0,65.44,79.0,2007
Blair Witch Volume I: Rustin Parr,0,71.58,83.0,2000
Blair Witch Volume II: The Legend of Coffin Rock,0,56.42,50.0,2000
Blair Witch Volume III: The Elly Kedward Tale,0,59.1,49.0,2000
Blast Factor,0,68.0,64.0,2006
"Blast Works: Build, Trade, Destroy",0,79.57,0.0,2008
Blasters of the Universe,0,78.0,62.0,2018
BlazBlue: Calamity Trigger,0,86.0,85.0,2009
BlazBlue: Central Fiction,0,84.0,79.0,2016
BlazBlue: Chrono Phantasma,0,83.0,83.0,2014
BlazBlue: Chrono Phantasma Extend,0,80.0,77.0,2015
BlazBlue: Continuum Shift,0,85.0,81.0,2010
BlazBlue: Continuum Shift Extend,0,73.0,75.0,2012
BlazeRush,0,66.0,85.0,2014
Blazing Angels 2: Secret Missions of WWII,1,72.07,78.0,2007
Blazing Angels: Squadrons of WWII,1,66.24,80.0,2006
Bleach: Dark Souls,0,81.0,0.0,2008
Bleach: Shattered Blade,0,59.47,0.0,2007
Bleach: Soul Resurreccion,0,58.0,70.0,2011
Bleach: The 3rd Phantom,0,60.52,0.0,2009
Bleach: The Blade of Fate,0,83.72,0.0,2007
Bleed,0,75.0,66.0,2017
Bleed 2,0,83.0,73.0,2017
Blinx 2: Masters of Time & Space,1,69.6,0.0,2004
Blinx: The Time Sweeper,1,73.09,0.0,2002
Bliss Island,0,43.0,70.0,2008
Blitz: The League,0,77.6,65.0,2006
Blitz: The League II,0,71.26,75.0,2008
Blitzkrieg,0,80.21,86.0,2003
Blitzkrieg 2,0,76.57,81.0,2005
Blitzkrieg 3,0,68.0,24.0,2017
Blitzkrieg: Burning Horizon,0,72.75,77.0,2004
Blitzkrieg: Rolling Thunder,0,73.0,76.0,2004
Block N Load,0,72.0,73.0,2015
Blocks That Matter,0,72.0,73.0,2011
Blood,0,82.0,89.0,1997
Blood Bowl,0,72.0,65.0,2009
Blood Bowl 2,0,76.0,62.0,2015
Blood Bowl: Legendary Edition,0,73.0,64.0,2010
Blood Drive,1,40.0,64.0,2010
Blood II: The Chosen,0,72.0,71.0,1998
Blood Knights,0,43.0,43.0,2013
Blood Omen 2,0,73.03,83.0,2002
Blood Wake,1,71.29,0.0,2001
Blood Will Tell,0,69.01,0.0,2004
Blood of the Werewolf,0,65.0,74.0,2013
BloodRayne,0,73.44,78.0,2003
BloodRayne 2,0,73.06,76.0,2005
BloodRayne: Betrayal,0,68.0,61.0,2011
Bloodborne,0,92.0,89.0,2015
Bloodborne: The Old Hunters,0,87.0,93.0,2015
Bloodforge,1,42.0,73.0,2012
Bloodline Champions,0,79.0,80.0,2011
Bloodsports.TV,0,69.0,61.0,2015
Bloody Good Time,1,55.0,79.0,2010
Bloody Roar 3,1,71.6,0.0,2001
Bloody Roar 4,1,60.22,0.0,2003
Bloody Roar Extreme,1,63.48,0.0,2003
Bloody Roar: Primal Fury,1,76.28,0.0,2002
Blossom Tales: The Sleeping King,0,78.0,74.0,2017
Blue Dragon,1,76.67,79.0,2007
Blue Dragon Plus,0,70.79,0.0,2009
Blue Estate,0,54.2,60.0,2014
Blue Reflection,0,66.0,69.0,2017
Blue Rider,0,62.0,38.0,2016
Blue Stinger,1,69.82,0.0,1999
Blueberry Garden,0,68.0,67.0,2009
Blues and Bullets - Episode 1: The End of Peace,0,73.0,62.0,2015
Blues and Bullets - Episode 2: Shaking The Hive,0,74.0,53.0,2015
Blur,1,82.0,74.0,2010
Boarder Zone,1,74.8,0.0,2000
Bob Came in Pieces,0,73.0,51.0,2010
Body and Brain Connection,1,57.0,48.0,2011
Bodycount,0,53.0,48.0,2011
Bohemian Killing,0,55.0,61.0,2016
Boiling Point: Road to Hell,0,61.0,73.0,2005
Boing! Docomodake DS,0,74.0,0.0,2009
Boktai 2: Solar Boy Django,0,77.16,0.0,2004
Boktai: The Sun Is in Your Hand,1,79.72,0.0,2003
Bolt,1,57.0,71.0,2008
Bombastic,0,74.83,0.0,2003
Bomber Crew,0,76.0,67.0,2017
Bomberman,1,75.67,0.0,2005
Bomberman Generation,0,79.28,0.0,2002
Bomberman Land,0,58.68,0.0,2008
Bomberman Live,0,85.21,80.0,2007
Bomberman Live: Battlefest,0,70.0,83.0,2010
Bomberman Tournament,0,83.64,0.0,2001
Bomberman Ultra,0,81.0,77.0,2009
Bomberman: Act Zero,1,33.66,23.0,2006
Bombshell (2016),0,43.0,37.0,2016
Bone: Out From Boneville,0,67.86,71.0,2005
Bone: The Great Cow Race,0,76.0,71.0,2006
Boogie,1,58.47,0.0,2007
Boogie Bunnies,0,54.0,60.0,2008
Bookworm Adventures Deluxe,0,82.0,78.0,2006
Bookworm Adventures: Volume 2,0,79.0,76.0,2009
Boom Blox,1,84.68,0.0,2008
Boom Blox Bash Party,1,87.35,0.0,2009
Boom Boom Rocket,1,69.2,61.0,2007
Borderlands,0,84.0,77.0,2009
Borderlands 2,0,89.0,82.0,2012
Borderlands 2: Captain Scarlett and Her Pirate's Booty,0,81.0,75.0,2012
Borderlands 2: Headhunter Pack 1 - TK Baha's Bloody Harvest,0,58.0,59.0,2013
Borderlands 2: Headhunter Pack 4 - Mad Moxxi and the Wedding Day Massacre,0,66.0,78.0,2014
Borderlands 2: Mr. Torgue's Campaign of Carnage,0,83.0,74.0,2012
Borderlands 2: Sir Hammerlock's Big Game Hunt,0,72.0,61.0,2013
Borderlands 2: Tiny Tina's Assault on Dragon Keep,0,86.0,84.0,2013
Borderlands: Claptrap's New Robot Revolution,0,73.45,69.0,2010
Borderlands: Mad Moxxi's Underdome Riot,0,63.0,39.0,2010
Borderlands: The Handsome Collection,0,82.0,79.0,2015
Borderlands: The Pre-Sequel,0,75.0,62.0,2014
Borderlands: The Pre-Sequel - Claptastic Voyage and Ultimate Vault Hunter Upgrade Pack 2,0,73.0,57.0,2015
Borderlands: The Secret Armory of General Knoxx,0,85.0,72.0,2010
Borderlands: The Zombie Island of Dr. Ned,0,81.0,75.0,2009
Botanicula,0,82.0,83.0,2012
Bounce Rescue!,0,56.0,70.0,2016
Bound,1,71.0,74.0,2016
Bound by Flame,0,56.0,69.0,2014
Bowl Bound College Football,0,80.0,63.0,2006
Braid,0,93.0,86.0,2009
Brain Age 2: More Training in Minutes a Day,1,79.62,0.0,2007
Brain Age: Train Your Brain in Minutes a Day!,1,78.05,0.0,2006
Brain Challenge,1,54.0,56.0,2008
Bravada,0,70.0,76.0,2014
Brave Fencer Musashi,0,79.67,0.0,1998
Brave Story: New Traveler,0,77.84,0.0,2007
Brave: A Warrior's Tale,0,42.0,50.0,2009
Brave: The Search for Spirit Dancer,0,66.07,0.0,2007
Brave: The Video Game,1,65.0,67.0,2012
Braveheart,0,50.83,0.0,1999
Bravely Default,1,84.65,0.0,2014
Bravely Second: End Layer,1,83.41,0.0,2016
Bravo Team,1,45.0,46.0,2018
Breach,0,57.0,58.0,2011
Breach & Clear: Deadline,0,62.0,75.0,2015
Breached,0,54.0,70.0,2016
Break 'Em All,0,66.0,0.0,2006
BreakNeck (2000),0,76.33,78.0,2000
Breakdown,1,73.71,0.0,2004
Breath of Fire,0,75.94,0.0,2001
Breath of Fire II,0,74.8,0.0,2002
Breath of Fire IV,0,81.85,0.0,2000
Breath of Fire: Dragon Quarter,0,78.22,0.0,2003
Breed,0,54.59,48.0,2004
Brian Lara International Cricket 2007,0,71.0,85.0,2007
Bridge Constructor,0,66.0,53.0,2016
Bridge Constructor Portal,0,77.0,62.0,2017
Brigade E5: New Jagged Union,0,41.0,68.0,2006
Brigador,0,70.0,80.0,2016
Brink,0,68.0,60.0,2011
Britney's Dance Beat,0,63.29,0.0,2002
Broken Age,0,81.0,73.0,2015
Broken Age: Act 1,0,82.0,78.0,2014
Broken Age: Act 2,0,73.0,64.0,2015
Broken Sword 5: The Serpent's Curse,0,72.0,75.0,2015
Broken Sword 5: The Serpents' Curse - Part I,0,69.0,81.0,2013
Broken Sword 5: The Serpents' Curse - Part II,0,72.0,75.0,2014
Broken Sword: Shadow of the Templars - The Director's Cut,1,76.15,0.0,2009
Broken Sword: The Shadow of the Templars,0,81.19,0.0,2002
Broken Sword: The Sleeping Dragon,0,82.71,75.0,2003
Broken Sword: The Smoking Mirror,0,69.0,82.0,1997
Brooktown High,1,49.51,0.0,2007
Brothers In Arms DS,1,72.33,0.0,2007
Brothers in Arms: D-Day,1,65.76,0.0,2006
Brothers in Arms: Earned in Blood,1,85.11,73.0,2005
Brothers in Arms: Hell's Highway,1,76.0,82.0,2008
Brothers in Arms: Road to Hill 30,1,88.43,72.0,2005
Brothers: A Tale of Two Sons,0,86.0,86.0,2013
Bruce Lee: Quest of the Dragon,0,35.51,0.0,2002
Brut@l,0,67.0,59.0,2016
Brutal Legend,1,82.0,78.0,2013
Brute Force,1,77.79,0.0,2003
Bubble Bobble Neo!,0,70.0,73.0,2009
Bubsy: The Woolies Strike Back,0,45.0,61.0,2017
Buccaneer: The Pursuit of Infamy,0,68.0,67.0,2008
Buffy the Vampire Slayer,1,80.55,0.0,2002
Buffy the Vampire Slayer: Chaos Bleeds,0,73.57,0.0,2003
Buffy the Vampire Slayer: Wrath of the Darkhul King,0,49.7,0.0,2003
Bujingai: The Forsaken City,0,73.46,0.0,2004
Bulb Boy,0,84.0,79.0,2015
Bullet Run,1,53.0,52.0,2012
Bullet Witch,0,57.57,60.0,2007
Bulletstorm,1,84.0,77.0,2011
Bulletstorm: Full Clip Edition,0,75.0,72.0,2017
Bully,0,87.48,0.0,2006
Bully: Scholarship Edition,0,80.0,74.0,2008
BurgerTime: World Tour,0,55.0,70.0,2011
Burn Zombie Burn,0,77.89,77.0,2009
Burnout,0,80.29,0.0,2001
Burnout 2: Point of Impact,0,88.22,0.0,2002
Burnout 3: Takedown,1,93.06,0.0,2004
Burnout Crash!,1,66.0,64.0,2011
Burnout Dominator,1,76.42,0.0,2007
Burnout Legends,1,87.73,0.0,2005
Burnout Paradise,1,88.36,77.0,2008
Burnout Paradise Remastered,1,82.0,71.0,2018
Burnout Paradise: The Ultimate Box,1,87.0,76.0,2009
Burnout Revenge,1,89.99,82.0,2006
Bus Driver,0,61.0,71.0,2007
Bus Simulator 16,0,46.0,63.0,2016
Bush Hockey League,0,56.0,44.0,2017
Bust-A-Move Bash!,0,55.95,0.0,2007
Bust-A-Move DS,0,74.82,0.0,2005
Bust-A-Move Universe,1,53.92,0.0,2011
Buzz Aldrin's Space Program Manager,0,62.0,66.0,2014
Buzz! Master Quiz,0,69.3,0.0,2008
Buzz! Quiz TV,0,81.19,71.0,2008
Buzz! Quiz World,0,80.0,82.0,2009
Buzz! The Hollywood Quiz,0,77.29,0.0,2008
C.O.P.: The Recruit,1,59.39,0.0,2009
CALENDULA,0,67.0,81.0,2016
CAPSIZED,1,74.0,72.0,2011
CART Fury Championship Racing,0,62.77,0.0,2001
CAYNE,0,75.0,74.0,2017
CHUCHEL,0,81.0,75.0,2018
CMT Presents: Karaoke Revolution Country,1,72.33,0.0,2006
CONSORTIUM,0,66.0,75.0,2014
CRUSH3D,0,70.92,0.0,2012
CSI: Crime Scene Investigation,1,64.1,68.0,2003
CSI: Crime Scene Investigation: 3 Dimensions of Murder,1,68.65,74.0,2006
CSI: Crime Scene Investigation: Dark Motives,1,65.34,80.0,2004
CSI: Crime Scene Investigation: Deadly Intent,1,51.0,56.0,2009
CSI: Crime Scene Investigation: Fatal Conspiracy,1,42.0,56.0,2010
CSI: Crime Scene Investigation: Hard Evidence,1,48.0,54.0,2007
CSI: Miami,1,54.0,73.0,2004
CSI: NY,1,53.0,23.0,2008
CT Special Forces,0,69.15,0.0,2004
Cabela's African Safari,1,53.0,50.0,2006
Cabela's Alaskan Adventures,1,48.0,59.0,2006
Cabela's Dangerous Hunts,1,68.0,74.0,2004
Cabela's Dangerous Hunts 2009,1,39.0,18.0,2008
Cabela's Dangerous Hunts 2011,1,55.0,54.0,2010
Cabela's Dangerous Hunts 2013,1,58.0,41.0,2012
Cabela's North American Adventures,1,51.0,81.0,2010
Cabela's Trophy Bucks,1,39.0,44.0,2007
Caesar IV,0,75.71,76.0,2006
Cake Mania,0,58.05,0.0,2007
Californium,0,64.0,59.0,2016
